"","x"
"1","FAM214B"
"2","SYN1"
"3","MRC2"
"4","NRXN3"
"5","SPATA7"
"6","C12orf4"
"7","SEC61A1"
"8","WNK1"
"9","IP6K2"
"10","VPS35"
"11","TOLLIP"
"12","PAFAH1B3"
"13","KAT6A"
"14","TXLNA"
"15","WDR47"
"16","PEBP1"
"17","PAPOLA"
"18","MAEA"
"19","NAT14"
"20","AHSA1"
"21","CDS2"
"22","TTI1"
"23","DHX35"
"24","NMRK1"
"25","BMPR1A"
"26","RGS9"
"27","PEX12"
"28","RAPGEF2"
"29","VDR"
"30","ARRDC3"
"31","SNX4"
"32","KIAA2013"
"33","ETV3"
"34","SDHB"
"35","PIK3R3"
"36","SLC10A7"
"37","EAPP"
"38","HABP4"
"39","PPIL4"
"40","GSE1"
"41","IGHMBP2"
"42","ROCK2"
"43","ZNF189"
"44","MAN2C1"
"45","PPOX"
"46","COMMD7"
"47","TM7SF2"
"48","SLC25A28"
"49","FAM122C"
"50","MORC3"
"51","CPSF4"
"52","RBP7"
"53","NDUFB6"
"54","SLC39A13"
"55","TPM4"
"56","MVD"
"57","MUS81"
"58","PSME3IP1"
"59","FBXO45"
"60","YIF1A"
"61","NR2F1"
"62","TMEM39A"
"63","CDC26"
"64","HIC1"
"65","CAVIN1"
"66","GPR157"
"67","FAM83H"
"68","TMEM259"
"69","SETD3"
"70","TOB2"
"71","EIF4ENIF1"
"72","ZNF696"
"73","RXRA"
"74","KPNA4"
"75","HLA-DMA"
"76","HACD2"
"77","USP51"
"78","SMIM3"
"79","IKBKE"
"80","TIMM23"
