"","x"
"1","VAMP3"
"2","PRDM1"
"3","MOV10L1"
"4","ABCC1"
"5","ERICH1"
"6","BAG1"
"7","ACVR1"
"8","MRPS15"
"9","HSDL2"
"10","APAF1"
"11","NT5C3A"
"12","NUP214"
"13","UBE4B"
"14","RBM38"
"15","MBD2"
"16","GPNMB"
"17","MTHFS"
"18","HECW2"
"19","ATXN7L2"
"20","PBXIP1"
"21","USP49"
"22","IFTAP"
"23","ANKRD11"
"24","RMI2"
"25","PRKG1"
"26","SESTD1"
"27","ARMCX6"
"28","COX19"
