"","x"
"1","RECQL"
"2","HSPB6"
"3","RHBDD2"
"4","ZNF195"
"5","ETV1"
"6","CSDE1"
"7","TTC19"
"8","ERCC1"
"9","PHLDB1"
"10","DEPDC1"
"11","TYMP"
"12","ABCF2"
"13","ATP6V1H"
"14","RCN1"
"15","AP5M1"
"16","CDK14"
"17","ZBTB11"
"18","CLEC2D"
"19","RAB27A"
"20","RNF126"
"21","TCOF1"
"22","FAM50A"
"23","KIFAP3"
"24","MAP2K7"
"25","UBE2A"
"26","BRINP1"
"27","SENP1"
"28","SMARCA2"
"29","SMARCD3"
"30","FTL"
"31","ERGIC2"
"32","GNA11"
"33","GCN1"
"34","HDAC6"
"35","CDC23"
"36","NUP188"
"37","PRTFDC1"
"38","CDC34"
"39","CENPM"
"40","SPTLC2"
"41","SIX4"
"42","ZMYND8"
"43","CSTF1"
"44","DIDO1"
"45","MXRA5"
"46","MAGT1"
"47","CORO1A"
"48","ACD"
"49","NAGPA"
"50","TSC2"
"51","ARMC1"
"52","SPAG1"
"53","TRMT1"
"54","DMPK"
"55","PRX"
"56","YJU2"
"57","GTPBP10"
"58","PMPCB"
"59","CAV2"
"60","LSM5"
"61","LZTS2"
"62","SFXN3"
"63","TUBD1"
"64","CCDC47"
"65","DTX4"
"66","ELK3"
"67","SCNN1A"
"68","NEDD9"
"69","EPM2A"
"70","PFDN1"
"71","TARS1"
"72","FOXP1"
"73","FANCL"
"74","GGCX"
"75","CNPPD1"
"76","TTF2"
"77","ABCD3"
"78","DPH5"
"79","SYF2"
"80","MTFR1L"
"81","MTARC2"
"82","USP35"
"83","IFIT2"
"84","GPAM"
"85","ARL1"
"86","TARDBP"
"87","ADCY7"
"88","PKN1"
"89","SRSF6"
"90","RNF113A"
"91","MSTO1"
"92","SDCBP2"
"93","EIF2S2"
"94","KLC1"
"95","DLGAP5"
"96","IFT22"
"97","CCDC136"
"98","SMO"
"99","CHN1"
"100","GADD45G"
"101","LRCH2"
"102","COLGALT1"
"103","QRSL1"
"104","RSPH3"
"105","MLLT1"
"106","SSBP4"
"107","ADRM1"
"108","HIP1R"
"109","LATS1"
"110","EPS8L1"
"111","TMEM128"
"112","ZMYM5"
"113","SBF2"
"114","AGTPBP1"
"115","ACVR1B"
"116","DHX9"
"117","PHF11"
"118","MTHFS"
"119","NARS2"
"120","COX17"
"121","TMEM132B"
"122","N4BP2L1"
"123","MAP3K12"
"124","CUL4A"
"125","MARVELD3"
"126","CPNE2"
"127","GCSH"
"128","GALNS"
"129","PRELID3A"
"130","SH3GL1"
"131","TMEM50B"
"132","ZNF787"
"133","PRKACB"
"134","INTS7"
"135","SNAP47"
"136","PDIA6"
"137","EML4"
"138","CXCL14"
"139","GPR107"
"140","SEC16A"
"141","DNAJB12"
"142","SCLT1"
"143","ASAP2"
"144","XRCC4"
"145","PAN3"
"146","RASSF3"
"147","CYRIB"
"148","FBXL2"
"149","TRIP12"
"150","RETREG1"
"151","AIFM1"
"152","MAPK13"
"153","CPT2"
"154","RUNX1"
"155","CBR1"
"156","HSF2BP"
"157","CSTB"
"158","UBE2Q1"
"159","LY6E"
"160","PLCD3"
"161","NOL9"
"162","CCT3"
"163","MTMR14"
"164","RYK"
"165","MEAF6"
"166","TASOR"
"167","TRA2A"
"168","DNAAF5"
"169","PDP1"
"170","GAPVD1"
"171","CPSF2"
"172","SENP8"
"173","NAV2"
"174","PATL1"
"175","AKTIP"
"176","RRM1"
"177","COPS6"
"178","KIF5C"
"179","ADAL"
"180","PTPN9"
"181","MMGT1"
"182","HINT1"
"183","FAM161A"
"184","ZNF296"
"185","GTPBP2"
"186","TCEAL1"
"187","METAP1D"
"188","NABP1"
"189","PC"
"190","BRMS1"
"191","RAB1B"
"192","LIPT2"
"193","PLEKHF2"
"194","CDK5R1"
"195","SOX12"
"196","CHID1"
"197","AP3S1"
"198","CALR"
"199","RNF227"
"200","OGFOD3"
"201","GPR135"
"202","IDH2"
"203","PGBD4"
"204","PLCB1"
"205","RBM10"
"206","C11orf54"
"207","ABAT"
"208","PRKX"
"209","PTRHD1"
"210","NRBP2"
"211","ZFP36L1"
"212","PMEL"
"213","KDM4D"
"214","GNG2"
"215","C17orf58"
"216","SPIN4"
"217","PTMA"
"218","ZNF559"
"219","ZNF33A"
"220","MAOA"
"221","SUPT3H"
"222","ARMCX4"
"223","ZNF585A"
"224","ANXA4"
"225","IPP"
"226","TXNRD3"
"227","NRARP"
"228","SELENOT"
"229","L3MBTL3"
"230","ERICH2"
"231","MBD5"
"232","MRPS18B"
"233","SAP25"
"234","SCAF8"
"235","S1PR3"
"236","TTLL3"
"237","STARD10"
"238","AP5B1"
"239","MAGEL2"
"240","ZNF658"
"241","AC120114.4"
"242","AC118553.2"
