"","x"
"1","ICA1"
"2","ETV1"
"3","PKD1"
"4","VTA1"
"5","BAZ1B"
"6","STARD3NL"
"7","IFFO1"
"8","PHF7"
"9","PIK3C2A"
"10","PLAUR"
"11","SLC30A9"
"12","TYMP"
"13","TNC"
"14","NEDD4L"
"15","FAM114A2"
"16","EIF2AK2"
"17","CDK14"
"18","SP100"
"19","CACNB1"
"20","POLR1A"
"21","RAB27A"
"22","TCOF1"
"23","TEAD2"
"24","MCM6"
"25","RBMS2"
"26","MAP2K7"
"27","JADE1"
"28","DDX1"
"29","SMARCA2"
"30","MID2"
"31","DUSP12"
"32","SMARCD3"
"33","XPO1"
"34","DIS3"
"35","COL16A1"
"36","ZFAND6"
"37","ASAP3"
"38","LZTS3"
"39","ZNF268"
"40","MCOLN1"
"41","TINF2"
"42","SNAP23"
"43","HDAC6"
"44","CDC23"
"45","NUP188"
"46","PRTFDC1"
"47","MTAP"
"48","ZDHHC8"
"49","ZBED4"
"50","DIDO1"
"51","MXRA5"
"52","MOSPD1"
"53","VWA8"
"54","PSMD7"
"55","ZNF174"
"56","BRF2"
"57","ICAM4"
"58","NAPA"
"59","ISYNA1"
"60","SMG9"
"61","CAV2"
"62","CAV1"
"63","C1GALT1"
"64","PLOD3"
"65","C5"
"66","PLGRKT"
"67","SHB"
"68","HPS1"
"69","RASSF4"
"70","DDX50"
"71","TNKS2"
"72","CDK5RAP3"
"73","RAB5C"
"74","NAGLU"
"75","RAB34"
"76","TBC1D9"
"77","NCAPG"
"78","VDR"
"79","UHRF1BP1L"
"80","SOBP"
"81","PDE10A"
"82","PRPF4B"
"83","TENT4A"
"84","NNT"
"85","PFDN1"
"86","DROSHA"
"87","CDH6"
"88","HRH2"
"89","NEK11"
"90","ACTR1B"
"91","LANCL1"
"92","GGCX"
"93","IVNS1ABP"
"94","OSCP1"
"95","NID1"
"96","MTR"
"97","ATP6V0B"
"98","TMED5"
"99","DPH5"
"100","SYF2"
"101","MTFR1L"
"102","KPTN"
"103","UBN1"
"104","PPP6C"
"105","AREL1"
"106","ABCD4"
"107","EIF2B2"
