"","cell.subset","gene","logFC","FDR"
"46","Time 1","B3GNT8",-3.64552666190216,0.00385821728105952
"47","Time 0","BBS7",-0.808873620200391,0.000848609936255026
"48","Time 1","BBS7",-1.17982897575527,0.00532024342965494
"49","Time 0","BLOC1S4",0.605851813035805,0.00239021895623545
"50","Time 1","BLOC1S4",0.715297331261247,0.00969462638622346
"51","Time 0","BORCS7",0.841842131283506,0.00407799483910684
"52","Time 1","BORCS7",0.864990054009304,0.00995393864916402
"53","Time 0","BRCC3",0.888479145921465,0.000970543442456492
"54","Time 1","BRCC3",1.22044210439683,0.00283744780346683
"55","Time 0","BRF1",-0.794605569835731,0.00184144086895121
"56","Time 1","BRF1",-0.65390713900482,0.00427757730771377
"57","Time 0","BTAF1",-0.88170033617842,0.000141767497639418
"58","Time 1","BTAF1",-0.652046860018005,0.0061708256724063
"59","Time 0","BTN2A2",1.59301507901549,0.0012282244391931
"60","Time 1","BTN2A2",2.68062969107747,0.00355737902553993
"61","Time 0","BX255925.3",-0.782621526257467,0.000876855906422156
"62","Time 1","BX255925.3",-1.50099987851174,0.000335793835851666
"63","Time 0","C19orf12",1.37778060552882,3.33180795581436e-05
"64","Time 1","C19orf12",1.29053071036982,0.00482436480438772
"65","Time 0","C1orf174",0.653033463161189,0.00546784984365002
"66","Time 1","C1orf174",0.585942325242106,0.00990243748429651
"67","Time 0","C8orf37",-1.94917141962984,1.41003826577287e-05
"68","Time 1","C8orf37",-1.93660995706218,0.000211168430605073
"69","Time 0","C8orf44",-0.81116212813575,0.00883476383269485
"70","Time 1","C8orf44",-1.67621112623744,0.00103595150288626
"71","Time 0","CACTIN",-0.824526927146609,0.000771344486762003
"72","Time 1","CACTIN",-0.703697603216743,0.0076666062320238
"73","Time 0","CASTOR3",2.47278835579506,0.000682358659295876
"74","Time 1","CASTOR3",2.04300981920152,0.00733285338910728
"75","Time 0","CBWD3",-1.11620259924126,0.00115060239613689
"76","Time 1","CBWD3",-0.957671301647083,0.00603173731296736
"77","Time 0","CC2D1B",-0.72758655481649,0.00620128555576896
"78","Time 1","CC2D1B",-0.654229872097022,0.00109457143542607
"79","Time 0","CCAR2",-0.714037276781384,0.00382539960974067
"80","Time 1","CCAR2",-0.6886649345752,0.00289241752739114
"81","Time 0","CCDC144A",1.40041161026978,0.00585829350080298
"82","Time 1","CCDC144A",-2.41871166012397,0.00781475822327562
"83","Time 0","CCDC191",-2.88198836933868,7.92639737053471e-05
"84","Time 1","CCDC191",-2.18755222108145,2.31989981634144e-05
"85","Time 0","CCDC77",0.71373900941107,0.00100742750094073
"86","Time 1","CCDC77",-0.820227131503529,0.00999253746976592
"87","Time 0","CCDC82",1.04528789104325,0.000128459904449336
"88","Time 1","CCDC82",0.908516036224474,0.00708782397612224
"89","Time 0","CEP162",-0.888204946658839,0.000507746701443418
"90","Time 1","CEP162",-1.36482525570227,0.0014552900859184
"91","Time 0","CERCAM",1.96183529159549,0.00722535327625783
"92","Time 1","CERCAM",1.65405522644048,0.00136523279695632
"93","Time 0","CES1",-2.97583357939437,0.00162466044974714
"94","Time 1","CES1",-6.65049274188204,4.32412305838552e-05
"95","Time 0","CLCC1",-1.14908889505179,6.24938305071955e-06
"96","Time 1","CLCC1",-0.793847804197763,0.00916331900482256
"97","Time 0","CNOT7",0.348698304997861,0.000411759812830445
"98","Time 1","CNOT7",0.61649806080141,0.00201773833015296
"99","Time 0","CPLANE2",-1.31529676445674,0.00397385786588584
"100","Time 1","CPLANE2",-1.65578505742133,0.000728730698489691
"101","Time 0","CPNE7",2.6211098425911,0.000868104406356409
"102","Time 1","CPNE7",2.6034250309787,0.00355737902553993
"103","Time 0","CRABP2",2.61201444539625,0.00514184427504437
"104","Time 1","CRABP2",5.71179710391346,0.00482412120552888
"105","Time 0","CRIP2",1.72270719944002,0.00927933884095707
"106","Time 1","CRIP2",4.13226732159046,0.00812046669892549
"107","Time 0","CRYBB2",-2.68131614200589,0.00842888293986595
"108","Time 1","CRYBB2",-3.20022818802564,0.00537227496930263
"109","Time 0","CYSTM1",1.27969413265883,0.000476197982351778
"110","Time 1","CYSTM1",2.24948061245659,0.00436142553522206
"111","Time 0","DDX17",-0.91378150434359,0.000385844332141594
"112","Time 1","DDX17",-0.84213962139665,0.00257520651536629
"113","Time 0","DDX51",-1.30154809572328,8.90971172269116e-05
"114","Time 1","DDX51",-0.962559992512443,0.00254596194177264
"115","Time 0","DEXI",1.00402461649189,0.000248169258520025
"116","Time 1","DEXI",0.605139407202065,0.00494151352057637
"117","Time 0","DGUOK",0.730917586289062,9.0539274517321e-05
"118","Time 1","DGUOK",0.900284963430542,0.00274230380664609
"119","Time 0","DHDH",-1.95446898871058,0.00148057133005831
"120","Time 1","DHDH",-5.2065402974364,0.000292606454277302
"121","Time 0","DHRS11",-1.21491729453188,0.000813257193230296
"122","Time 1","DHRS11",-2.56699054388537,0.00011594687662185
"123","Time 0","DMWD",0.750116145027014,0.000364277484696884
"124","Time 1","DMWD",0.766106285016608,0.00103595150288626
"125","Time 0","DNAJB6",0.691504407378509,0.00164143593426624
"126","Time 1","DNAJB6",0.896354888069026,0.00450131042327672
"127","Time 0","DUSP18",1.00615579051666,0.00381794718614893
"128","Time 1","DUSP18",1.14883687799283,0.00999818008604977
"129","Time 0","DYNLL2",-0.780576980297416,0.000949715206449099
"130","Time 1","DYNLL2",-1.12037555605014,0.00383753836678855
"131","Time 0","ECH1",2.48391621890978,5.27524636943864e-06
"132","Time 1","ECH1",1.51791517566266,0.00212146816386801
"133","Time 0","EEF1AKMT3",-1.004834470084,0.00493563550145151
"134","Time 1","EEF1AKMT3",-1.41674685860691,0.00467308610481175
"135","Time 0","EEF1AKNMT",1.23305886126696,0.00027248968550493
"136","Time 1","EEF1AKNMT",1.19892422362426,0.00242963535201423
"137","Time 0","EEF2K",-1.04527880237795,0.00143432195144818
"138","Time 1","EEF2K",-1.04935496424139,0.00719077646642974
"139","Time 0","ELP6",1.18068015873462,6.01195401387561e-05
"140","Time 1","ELP6",0.711288725159515,0.00832019237263027
"141","Time 0","EMC1",-0.853175592571634,0.000775916518458623
"142","Time 1","EMC1",-0.847839041166545,0.00417202859709768
"143","Time 0","EMC10",-0.297670377808034,0.00929068290305136
"144","Time 1","EMC10",-0.706227140706262,0.00585056347183327
"145","Time 0","ENTPD6",1.128626474122,0.00205842773735682
"146","Time 1","ENTPD6",1.26373995801594,0.00753678160026775
"147","Time 0","ERI2",-0.760086492648521,0.00031641213766806
"148","Time 1","ERI2",-1.42130731722836,0.00291853894770252
"149","Time 0","ETFBKMT",-1.43248706598623,0.000281699735639077
"150","Time 1","ETFBKMT",-1.19161717842306,0.00123585337972904
"151","Time 0","ETFDH",1.1889354815561,5.59220594510025e-05
"152","Time 1","ETFDH",1.07994619192607,0.000529565193522795
"153","Time 0","EXOC1",-0.811249895854621,0.000297021245434672
"154","Time 1","EXOC1",-0.631636259756085,0.00218757458650882
"155","Time 0","FAHD2B",0.993376891770181,0.00538969893438118
"156","Time 1","FAHD2B",1.499404682004,0.0021989670808422
"157","Time 0","FAM228B",1.68215792761902,0.007440746497846
"158","Time 1","FAM228B",1.6525365535186,0.00118604607332454
"159","Time 0","FAM53A",-2.56118616875065,0.000130588572750472
"160","Time 1","FAM53A",-1.7555592414267,0.000706260258961099
"161","Time 0","FBXL15",0.996217085645224,0.00476158688691303
"162","Time 1","FBXL15",0.64245790931033,0.00705393833980646
"163","Time 0","FBXO17",-1.20831007771988,0.00264153779359193
"164","Time 1","FBXO17",-1.54259822665102,0.0068386786669641
"165","Time 0","FBXO22",0.784521231122311,0.00238326573499458
"166","Time 1","FBXO22",0.659470092921394,0.00469011129305411
"167","Time 0","FBXO25",1.94483638767777,0.000691067189476019
"168","Time 1","FBXO25",1.8196295039816,0.00141472259021666
"169","Time 0","FKBP9",-2.59289619610379,1.83180321848896e-05
"170","Time 1","FKBP9",-1.5799389323232,0.00675821842164331
"171","Time 0","GANC",-0.99204268828152,0.000191156529139751
"172","Time 1","GANC",-1.56042833104087,0.00755050897980061
"173","Time 0","GGA3",-0.870120225009548,0.00127589581509066
"174","Time 1","GGA3",-0.847411303683457,0.000965863524711602
"175","Time 0","GIPC1",0.687956933959258,0.00283629506752327
"176","Time 1","GIPC1",0.812061787661586,0.00128183143858205
"177","Time 0","GOLGA5",-0.466532534247055,0.000141497930338282
"178","Time 1","GOLGA5",-0.7623993984663,0.00986566992507558
"179","Time 0","GSTM4",-2.20768519347048,0.00068943386280759
"180","Time 1","GSTM4",-2.84384495571685,0.0059874762943386
"181","Time 0","GUK1",1.50922017548151,2.79371282885877e-05
"182","Time 1","GUK1",1.43946602097344,0.00288202233101531
"183","Time 0","H4C5",-2.0473631207362,0.00658881630827513
"184","Time 1","H4C5",-1.64499170195179,0.00738904650111528
"185","Time 0","HACL1",1.13620431182068,0.00352793618339798
"186","Time 1","HACL1",1.20936283849234,0.00403724937979337
"187","Time 0","HDAC10",0.949001417818889,0.000114572872378562
"188","Time 1","HDAC10",1.31930942881951,0.000158279754965345
"189","Time 0","HDAC8",-0.460327024320785,0.00522309000074179
"190","Time 1","HDAC8",-0.484218523787054,0.00431938940823017
"191","Time 0","HDHD5",0.773916012490119,0.009432493981951
"192","Time 1","HDHD5",1.21865636619412,0.00263831093413032
"193","Time 0","HEMK1",1.57545346207418,1.44919089175908e-05
"194","Time 1","HEMK1",1.15024561858425,0.00299104508331991
"195","Time 0","HLA-C",-1.58319279829661,0.00623033124220044
"196","Time 1","HLA-C",-3.38382133843617,0.00103595150288626
"197","Time 0","HNRNPL",-0.695182076222456,0.00634643404715688
"198","Time 1","HNRNPL",-0.787549287492814,0.00114480790193196
"199","Time 0","HSD17B8",-2.41868788559533,0.000104744981070842
"200","Time 1","HSD17B8",-2.20774296521575,0.0036738885412551
"201","Time 0","HSPB11",1.32567723139449,0.00223620508521908
"202","Time 1","HSPB11",1.88569408529462,0.000563361680759717
"203","Time 0","IL4R",-1.17270359265044,0.00189837090623281
"204","Time 1","IL4R",-2.07055886620407,0.000415307200686329
"205","Time 0","INCA1",0.889267916523934,0.00215437954517165
"206","Time 1","INCA1",1.4577621446889,0.002142795129255
"207","Time 0","INTS2",-0.917855574226497,0.00122081661525585
"208","Time 1","INTS2",-0.871563212282182,0.00406616624720122
"209","Time 0","ISOC2",1.24880923845373,0.000578654122557025
"210","Time 1","ISOC2",1.95634596943873,0.00539400300598778
"211","Time 0","ITGA1",0.785530331464439,0.00787295531048193
"212","Time 1","ITGA1",-3.59772112516364,0.00803727361494102
"213","Time 0","ITGA3",2.01547229572513,0.00814313566640326
"214","Time 1","ITGA3",4.16328770019125,0.00150702209461263
"215","Time 0","KANSL3",-0.592229277759828,0.00148057133005831
"216","Time 1","KANSL3",-1.22791386129409,0.00297027250109008
"217","Time 0","KHK",1.12729112250759,0.00309809797143397
"218","Time 1","KHK",2.22886950225175,0.00469011129305411
"219","Time 0","KLHL18",0.729057417342552,0.00407991748289342
"220","Time 1","KLHL18",0.64441876765282,0.00410368868572754
"221","Time 0","LAGE3",-1.56761582152613,0.000112731830200314
"222","Time 1","LAGE3",-1.6833746689497,0.00118014203349798
"223","Time 0","LAP3",-0.868355901704083,0.00675402902893901
"224","Time 1","LAP3",-1.04490740789169,0.00123585337972904
"225","Time 0","LDB3",-1.94223633914467,0.000779589705762225
"226","Time 1","LDB3",1.87502662542806,0.00654041213788781
"227","Time 0","LHPP",-1.7729865349864,0.00167102359687709
"228","Time 1","LHPP",-1.40198205922188,0.00450131042327672
"229","Time 0","LPCAT2",1.52673184107111,5.87861170494768e-05
"230","Time 1","LPCAT2",3.56821994760178,0.00474831654729811
"231","Time 0","LTB4R",2.2184147210991,0.000174376326402785
"232","Time 1","LTB4R",1.63363113662385,0.00922272690689215
"233","Time 0","LTO1",0.556509209423448,0.00125539771448706
"234","Time 1","LTO1",0.680579302732447,0.00187674853826682
"235","Time 0","LZTR1",-0.912550763639546,0.000789650268301898
"236","Time 1","LZTR1",-0.770106418227715,0.00450131042327672
"237","Time 0","MBP",2.21483368315042,0.000496197321621999
"238","Time 1","MBP",4.56199119907693,0.000896383596156911
"239","Time 0","MCCC1",-1.22040850633604,6.51534764250643e-05
"240","Time 1","MCCC1",-1.08242722799178,0.00271207414239799
"241","Time 0","MED18",2.80381622342823,0.000122601469147192
"242","Time 1","MED18",2.05467909774413,0.000563361680759717
"243","Time 0","MED22",-0.628312691968282,0.00267951370456887
"244","Time 1","MED22",-0.71444604642171,0.000897227421948511
"245","Time 0","MED28",1.20941370093247,1.15057893995897e-05
"246","Time 1","MED28",0.806643386871496,0.00442193862428937
"247","Time 0","METTL4",0.885948764345384,0.00277630087364541
"248","Time 1","METTL4",0.748714447908904,0.00611806589903356
"249","Time 0","MIB1",-0.943990985372684,0.0049989092515124
"250","Time 1","MIB1",-0.784737561619283,0.00937866006595659
"251","Time 0","MIGA1",1.073598009769,0.00277393453031412
"252","Time 1","MIGA1",1.11967529122022,0.00755050897980061
"253","Time 0","MIGA2",-0.643647539379288,0.00913894109287691
"254","Time 1","MIGA2",-0.806458750521632,0.000816897145507787
"255","Time 0","MKS1",-0.715562540634511,0.00583622864607982
"256","Time 1","MKS1",-0.900169670512653,0.00694524935234695
"257","Time 0","MLF2",0.504185545746809,0.00602912119921311
"258","Time 1","MLF2",0.552342995293075,0.000922769715405051
"259","Time 0","MLX",0.810915330896886,0.000196432626234865
"260","Time 1","MLX",0.784309398921497,0.00355737902553993
"261","Time 0","MMP24OS",2.61792100824377,3.33180795581436e-05
"262","Time 1","MMP24OS",1.81284267034313,0.00291620649861496
"263","Time 0","MORN1",2.46544283789503,0.000124266207376015
"264","Time 1","MORN1",2.2239968007611,0.00308264840684811
"265","Time 0","MPPE1",-1.28808628389396,0.00125557908417922
"266","Time 1","MPPE1",-1.60266528744153,0.000327961865919387
"267","Time 0","MTERF2",-0.627295072079337,0.00130754916451277
"268","Time 1","MTERF2",-1.05715264118879,0.000820237016901573
"269","Time 0","MTIF3",1.17352556176537,6.17791674245643e-05
"270","Time 1","MTIF3",1.14722359738125,6.39978776140057e-06
"271","Time 0","MTRR",-0.615252750714913,0.00464660037132852
"272","Time 1","MTRR",-1.36595927057916,0.00756495067016819
"273","Time 0","MYO1F",-1.53764570983663,0.00100120467193954
"274","Time 1","MYO1F",-2.28608001921085,0.000703683073546927
"275","Time 0","MYO9A",-0.778058092161694,0.00332234539835381
"276","Time 1","MYO9A",-0.842964496094389,0.00719077646642974
"277","Time 0","NBEAL2",-0.521396185359748,0.00787295531048193
"278","Time 1","NBEAL2",2.18054930993407,0.00533451133506968
"279","Time 0","NCBP2",-0.541819700042423,0.00382025940008823
"280","Time 1","NCBP2",-0.44064596352003,0.0076698671677594
"281","Time 0","NEK9",-2.48959200629427,1.38381740223563e-05
"282","Time 1","NEK9",-3.51958845571011,0.00023246978583626
"283","Time 0","NFYA",-1.24482307122286,7.9334616693284e-05
"284","Time 1","NFYA",-0.722120787502789,0.006333897753006
"285","Time 0","NLE1",-1.38094041983076,0.000185074252606681
"286","Time 1","NLE1",-1.71299792458651,0.00403724937979337
"287","Time 0","NOL4L",1.17238639233154,0.00631369998283765
"288","Time 1","NOL4L",1.45253315627599,7.847833851022e-05
"289","Time 0","NOL8",-0.884947050941024,0.000998146074089913
"290","Time 1","NOL8",-0.652308238641093,0.00986566992507558
"291","Time 0","NT5C3B",0.868208286786729,0.00330760486840984
"292","Time 1","NT5C3B",0.490661370197782,0.00905566073059466
"293","Time 0","NUP133",-1.36972485065108,0.00156257139869181
"294","Time 1","NUP133",-0.745944657307049,0.00192849309723456
"295","Time 0","P2RX4",-0.758639935791096,0.0094139842105553
"296","Time 1","P2RX4",-1.52757153527558,0.00308311260839572
"297","Time 0","PACC1",1.20755043944198,0.000158157322941303
"298","Time 1","PACC1",2.3589409619827,0.00299104508331991
"299","Time 0","PAXX",1.05907064112636,0.000412294932218523
"300","Time 1","PAXX",1.13996101975297,0.00257520651536629
"301","Time 0","PCBD1",1.53663472316078,0.00032407129623532
"302","Time 1","PCBD1",2.7951241189193,0.000593241092009015
"303","Time 0","PDCD2",0.790979949370568,0.00585829350080298
"304","Time 1","PDCD2",0.839860772840786,0.00336395481281998
"305","Time 0","PID1",1.76145614738202,0.00327311132646269
"306","Time 1","PID1",-4.0131068837781,0.00109457143542607
"307","Time 0","PIGBOS1",-1.0159968914348,0.00366930992793513
"308","Time 1","PIGBOS1",-0.828861724854593,0.00999253746976592
"309","Time 0","PIK3R4",-0.80364425577132,0.00226218674964086
"310","Time 1","PIK3R4",-0.722065179295783,0.00647958095435003
"311","Time 0","PILRB",-0.797241193456713,0.00707639774211414
"312","Time 1","PILRB",-1.27608039999344,0.00355737902553993
"313","Time 0","PIM3",1.26603026850173,0.00284824268820238
"314","Time 1","PIM3",1.03069229450388,0.00972486571327335
"315","Time 0","PLIN3",0.729382058078297,0.00583546865363675
"316","Time 1","PLIN3",0.750347344592057,0.00474660516895929
"317","Time 0","PNPO",-2.05791126757526,0.000162495586439435
"318","Time 1","PNPO",-1.2638869616591,0.00469011129305411
"319","Time 0","POGLUT3",-1.02374780331664,0.00130519186614209
"320","Time 1","POGLUT3",-2.32570982619509,0.000457274902794121
"321","Time 0","PPIP5K2",-1.64759364122076,0.00041092179417549
"322","Time 1","PPIP5K2",-0.868944550970405,0.000211041248877976
"323","Time 0","PPP6R2",0.399722716883012,0.00651322376997713
"324","Time 1","PPP6R2",0.564506356768939,0.0040161368413722
"325","Time 0","PPP6R3",-0.639536628003112,0.00110990070767549
"326","Time 1","PPP6R3",-0.485505741044795,0.00647958095435003
"327","Time 0","PRMT3",-1.04089845559462,0.00324474632784685
"328","Time 1","PRMT3",-0.863580616661829,0.00403724937979337
"329","Time 0","PRR3",-0.695694926314596,0.00052108070494695
"330","Time 1","PRR3",-0.893436815774002,0.00990243748429651
"331","Time 0","PTCD2",-0.772247084467521,0.00154744669069576
"332","Time 1","PTCD2",-1.18371638176073,0.00738277499973658
"333","Time 0","PUS3",1.17398585755768,0.000141497930338282
"334","Time 1","PUS3",0.781941965852199,0.00351553164470516
"335","Time 0","PUSL1",0.714246748476966,7.72500920267501e-05
"336","Time 1","PUSL1",1.02276306183588,0.000637992913606021
"337","Time 0","QSOX2",-0.897250431660786,0.000991037709750693
"338","Time 1","QSOX2",-1.17978937090534,0.000956654414671879
"339","Time 0","RAC1",0.931653565717657,7.7596832829873e-06
"340","Time 1","RAC1",1.17176481647929,0.000637992913606021
"341","Time 0","RAD50",-1.58466887835442,2.21661890122985e-05
"342","Time 1","RAD50",-2.05989681663698,0.00242376203226245
"343","Time 0","RAD51B",-0.92426648496632,0.000707949815681779
"344","Time 1","RAD51B",-1.65283742876168,0.00283837820679256
"345","Time 0","RBCK1",0.939977567337742,0.00288833401189391
"346","Time 1","RBCK1",1.39211972203615,0.000120412282586498
"347","Time 0","RBM38",0.693948190487164,0.00436635604314829
"348","Time 1","RBM38",1.8692739551424,0.00431938940823017
"349","Time 0","RGPD5",-1.94822310910896,0.00842731293152055
"350","Time 1","RGPD5",-4.25819961301146,0.00376142048987182
"351","Time 0","RGS10",1.42978436503541,0.00738020853797258
"352","Time 1","RGS10",1.42309929365798,0.00402770897212204
"353","Time 0","RILP",2.70600152472962,4.16236115502709e-05
"354","Time 1","RILP",1.58462926240228,0.000276042944436487
"355","Time 0","RNASEH2B",-0.601858873736541,0.00733459508555495
"356","Time 1","RNASEH2B",-0.57670535675574,0.0094019448981136
"357","Time 0","RNF135",-0.376449798291621,0.00464807018478103
"358","Time 1","RNF135",-1.49790165823514,0.00450131042327672
"359","Time 0","RNPEP",1.2932583742715,0.000683132835893796
"360","Time 1","RNPEP",0.955790894713976,0.00376362067002672
"361","Time 0","RUSC1",1.66424569184339,2.32414089742214e-05
"362","Time 1","RUSC1",1.56056961165926,0.00278378859658854
"363","Time 0","SCAF4",-0.578263613907251,0.00614484728055894
"364","Time 1","SCAF4",-0.463665842843553,0.00803668240145992
"365","Time 0","SCAMP4",0.390723607467872,0.00532553521402013
"366","Time 1","SCAMP4",-0.566533893543279,0.0077139267632848
"367","Time 0","SCCPDH",1.56232346697218,0.000691067189476019
"368","Time 1","SCCPDH",1.32928696957052,0.00474660516895929
"369","Time 0","SDSL",-3.26929786061435,0.00146080603834082
"370","Time 1","SDSL",-1.78648052641104,2.81317446347993e-05
"371","Time 0","SETX",-0.79217851156395,0.000507746701443418
"372","Time 1","SETX",-0.62039161148868,0.00668689113788216
"373","Time 0","SFT2D2",1.12567447387933,0.00309914388131529
"374","Time 1","SFT2D2",1.55495772515674,0.000191097107674255
"375","Time 0","SIX5",-0.511225246827463,0.00932887188853979
"376","Time 1","SIX5",-0.694048906090491,0.00838196304588277
"377","Time 0","SKI",-1.14187723865869,0.000363530964318647
"378","Time 1","SKI",-0.793967593428503,0.00118604607332454
"379","Time 0","SLC18B1",2.09694813002142,0.000200186546900293
"380","Time 1","SLC18B1",-1.91695456921716,0.00486095831730633
"381","Time 0","SLC25A12",-1.16822553190598,0.000147112383177472
"382","Time 1","SLC25A12",-0.793822887976217,0.00410368868572754
"383","Time 0","SLC25A20",1.32221111880474,0.00317721309758281
"384","Time 1","SLC25A20",1.39345419586294,0.00602047219767974
"385","Time 0","SLC25A21",-1.40376520297271,0.000743603036686185
"386","Time 1","SLC25A21",-2.11030708738136,0.00845443093895785
"387","Time 0","SLC31A1",-0.856645394266602,0.00186559920046145
"388","Time 1","SLC31A1",-1.64250703084497,0.00467060368743769
"389","Time 0","SLC41A3",1.30430583824917,0.00123682819405279
"390","Time 1","SLC41A3",1.53580970090384,0.00154237769532374
"391","Time 0","SLFN5",3.88175722142519,0.0012840858007975
"392","Time 1","SLFN5",2.12089208287189,0.00599962820966684
"393","Time 0","SNX14",-0.919248100202106,0.000283605334754724
"394","Time 1","SNX14",-0.980814033729522,0.000136075082981444
"395","Time 0","SPINDOC",0.657020173627193,0.000141767497639418
"396","Time 1","SPINDOC",1.04666409935146,0.00337473126380868
"397","Time 0","SPR",1.17688202241026,0.00870627490941048
"398","Time 1","SPR",1.31200026833889,0.00640089638275418
"399","Time 0","SRP68",-0.353027125093198,0.00120080399212746
"400","Time 1","SRP68",-0.738411644177469,0.0076698671677594
"401","Time 0","SSH2",0.830826581468881,0.00461612302471476
"402","Time 1","SSH2",1.31798004036746,0.00208064357607665
"403","Time 0","STUB1",0.751593766970973,0.000860989234166661
"404","Time 1","STUB1",0.854005864474156,0.00317676660422914
"405","Time 0","SUCLG2",-0.945747052068566,0.00768102200032648
"406","Time 1","SUCLG2",-0.909928829588645,0.00410368868572754
"407","Time 0","SUPT20H",0.411482148527333,0.000435029795233499
"408","Time 1","SUPT20H",0.520181495670587,0.00212146816386801
"409","Time 0","SVIP",1.75513785977746,1.66785909081728e-06
"410","Time 1","SVIP",5.10472054043174,0.000505899975255929
"411","Time 0","TATDN3",1.29829223445863,0.000196106959329842
"412","Time 1","TATDN3",0.720253674973727,0.00485516720853257
"413","Time 0","TGDS",-1.09055266475291,0.00176208192500478
"414","Time 1","TGDS",-1.37801726767136,0.0029293160360079
"415","Time 0","TMEM102",1.50100446440183,0.00345335549806241
"416","Time 1","TMEM102",2.18139603842039,0.00210725913909841
"417","Time 0","TMEM209",-0.838908898447188,0.00232785764135127
"418","Time 1","TMEM209",-1.40645006784072,0.00450131042327672
"419","Time 0","TMEM216",-0.693192020084119,0.0022418533618176
"420","Time 1","TMEM216",-1.40748493943009,0.00332493067705774
"421","Time 0","TP53I3",1.63351865237301,0.00355650766872218
"422","Time 1","TP53I3",1.72666333900368,0.000114914096939387
"423","Time 0","TPGS2",0.371416284437437,0.00134899598911574
"424","Time 1","TPGS2",1.24546557853779,0.000415307200686329
"425","Time 0","TRIM41",-0.740836534175815,0.00301197341030337
"426","Time 1","TRIM41",-0.959754332350324,0.00463388240111275
"427","Time 0","TRIM47",1.42027655426902,0.000518337784976114
"428","Time 1","TRIM47",-2.60901112491529,8.398531836398e-05
"429","Time 0","TRNP1",1.17064179226151,0.00223132226515378
"430","Time 1","TRNP1",2.44917318081187,0.000407380816862189
"431","Time 0","TTC12",-1.24433617616431,0.00634631843855898
"432","Time 1","TTC12",-1.55881592594306,0.00383438464007704
"433","Time 0","TTC7A",-0.649257776648848,0.000985653068532922
"434","Time 1","TTC7A",-0.803808334287897,0.00528000154737986
"435","Time 0","TUBB3",2.08854296258903,0.000615150833934001
"436","Time 1","TUBB3",2.27962593175518,0.00501633271237925
"437","Time 0","UBE2M",0.548760596722818,0.00199070664879707
"438","Time 1","UBE2M",0.734743868921321,0.00297735007461315
"439","Time 0","UBE4A",-0.277327248462622,0.00415272041016614
"440","Time 1","UBE4A",-0.735970052006968,0.000745375869845785
"441","Time 0","UCP2",2.44531827527479,0.00246285291933225
"442","Time 1","UCP2",4.82730404865869,0.00317676660422914
