"","cell.subset","gene","logFC","FDR"
"90","Time 0","ASS1",-1.22700612810725,0.00600337386944803
"91","Time 0","ATAD3A",0.775645795733467,0.00538539366039701
"92","Time 0","ATAD3B",1.27663501913845,0.00254712514054947
"93","Time 0","ATAT1",-0.527135293245503,0.000876152365647869
"94","Time 0","ATF7",0.678299938131926,0.00166238954041697
"95","Time 0","ATG16L1",-0.628931334158467,0.000581021777512078
"96","Time 0","ATG3",0.741085109254785,0.00210114606733533
"97","Time 0","ATIC",1.28594927982177,0.00442095282387591
"98","Time 0","ATL3",-0.864601501084517,0.00131248917580825
"99","Time 0","ATMIN",-0.449943727239687,0.00987257097762573
"100","Time 0","ATP10D",0.983647238470144,0.00415318625211411
"101","Time 0","ATP13A2",-0.612734846740215,0.00261841478511742
"102","Time 0","ATP2C1",-0.687465812298895,0.00853207246663207
"103","Time 0","ATP6V0B",0.7367763033919,0.00996305128596584
"104","Time 0","ATP6V0D1",-0.792710532319563,0.00559266480070485
"105","Time 0","ATP6V1C1",1.03240628224257,0.000389159145816274
"106","Time 0","ATP6V1G1",0.821526697655351,0.00694966795761895
"107","Time 0","ATPAF1",-0.630059265795285,0.00404725855904122
"108","Time 0","ATPAF2",0.758490078597072,0.00201055520384195
"109","Time 0","ATPSCKMT",-0.973641227028224,0.000954528689608312
"110","Time 0","ATRIP",0.918156325222928,0.000483682531542687
"111","Time 0","AURKAIP1",0.566220570308959,0.000996792077809023
"112","Time 0","AUTS2",-0.695940493711105,0.00261841478511742
"113","Time 0","AVEN",-0.917458130540202,0.00502438622857916
"114","Time 0","AZI2",0.381648544447893,0.00409138062048023
"115","Time 0","B3GNT9",1.42539059854227,0.00837480585690407
"116","Time 0","B4GALT4",1.56705875769442,0.000393135461602094
"117","Time 0","B4GALT6",-1.24762230052719,0.00969833221913293
"118","Time 0","BAG1",0.746022109552499,0.00870266921361585
"119","Time 0","BAG6",-0.348850945856341,0.00107601772694535
"120","Time 0","BAZ1A",0.901507938442767,0.00461612302471476
"121","Time 0","BCAT1",-0.63151142915175,0.00962149999693617
"122","Time 0","BCKDHB",-1.11997742695543,0.00213221504667704
"123","Time 0","BCLAF1",-0.524944883351371,0.00673606235312299
"124","Time 0","BDH2",0.567721633423368,0.00843450285657774
"125","Time 0","BFAR",0.747460112171422,0.00318041386765489
"126","Time 0","BFSP1",1.77300689544149,0.00969947831577384
"127","Time 0","BIRC6",-0.77524431421413,7.80280062590949e-05
"128","Time 0","BMPR2",-1.08095248570377,0.00317721309758281
"129","Time 0","BOLA1",-1.51394711478183,0.00241886592262062
"130","Time 0","BORCS5",-0.656733296244478,0.000308545827089669
"131","Time 0","BRAT1",0.491753458939426,0.00537459314759847
"132","Time 0","BRD3OS",-0.884277989252444,0.00130754916451277
"133","Time 0","BRI3BP",-0.98581937930992,0.00623220495401014
"134","Time 0","BRICD5",-0.80908705987187,0.00209083268536027
"135","Time 0","BRK1",0.591784600020489,8.14630271268353e-05
"136","Time 0","BTBD10",1.1028023949132,0.0026749051407619
"137","Time 0","BTD",1.04020536399677,0.00270950045149824
"138","Time 0","C10orf88",0.97758860442538,0.000328626698216237
"139","Time 0","C11orf68",-0.770200307124586,0.00312457444453465
"140","Time 0","C11orf71",2.35010395983482,6.37530359268725e-05
"141","Time 0","C12orf43",0.608874132400204,0.00289064407536618
"142","Time 0","C12orf49",-0.904528414345893,0.00020373235565965
"143","Time 0","C12orf65",0.898889836251457,0.00463984375538356
"144","Time 0","C15orf40",0.639762925771774,0.00365121897739959
"145","Time 0","C15orf61",1.31998362985962,0.00561155269855891
"146","Time 0","C19orf48",1.334927854182,0.001148991402446
"147","Time 0","C1GALT1",1.07206148477046,6.24938305071955e-06
"148","Time 0","C1orf43",1.07060268426063,0.00100120467193954
"149","Time 0","C21orf58",1.04084595763695,0.00996305128596584
"150","Time 0","C9orf116",1.25894847591312,0.00324860734992713
"151","Time 0","C9orf78",0.539522034663386,0.000850453458569196
"152","Time 0","CA11",-1.68931733832248,0.00239858756932982
"153","Time 0","CA13",1.43581041448531,0.000120526001611001
"154","Time 0","CA5B",1.14544198759267,0.00197893099294937
"155","Time 0","CAB39L",-0.766399928005724,0.00404759449140227
"156","Time 0","CABLES2",-0.90302873505929,0.0019338186909295
"157","Time 0","CAD",-0.704019804427838,0.00953813996899586
"158","Time 0","CALCOCO2",0.810471089574695,0.00141641345210176
"159","Time 0","CAMKK1",-0.959881105750466,0.00113823473975948
"160","Time 0","CAND2",-1.46733362761813,0.00042279354217655
"161","Time 0","CAP1",0.614571509894107,0.00764700251107771
"162","Time 0","CARF",-1.35651818283834,0.00285377084608869
"163","Time 0","CASP2",-0.83617070191501,0.000640674481045862
"164","Time 0","CAST",0.766392977357527,0.00891813159207096
"165","Time 0","CBR3",4.3261878740163,0.000423277187498482
"166","Time 0","CC2D1A",0.433800607491658,0.00376596621389471
"167","Time 0","CCDC102B",-0.870235834643267,0.00628868732665306
"168","Time 0","CCDC122",1.50467175047856,0.00321515355825576
"169","Time 0","CCDC124",0.995603234577224,0.00623033124220044
"170","Time 0","CCDC130",0.796805460374932,0.00239649500935151
"171","Time 0","CCDC134",2.08369375382473,0.00317721309758281
"172","Time 0","CCDC153",-1.21209345403828,0.0056256812865147
"173","Time 0","CCDC34",-0.508465097666242,0.00172212330096745
"174","Time 0","CCDC57",-0.857622356811596,0.0016068216545
"175","Time 0","CCDC80",2.62345235818591,0.00206742931058665
"176","Time 0","CCDC85B",1.21062001723248,0.00101208048173439
"177","Time 0","CCDC88B",-1.30538296266785,0.00122172301132031
"178","Time 0","CCDC93",0.827647671735504,0.00568691040155393
"179","Time 0","CCL26",6.12095864542423,5.06488086484902e-05
"180","Time 0","CCNDBP1",1.51879499008655,0.00817931660956286
"181","Time 0","CCNH",0.588706286068993,0.00497545580987586
"182","Time 0","CCNI",0.55047904419913,0.000190635663469455
"183","Time 0","CCT6B",-1.15201404690473,0.00951969536379192
"184","Time 0","CD24",-0.962731312079873,0.00482305423007352
"185","Time 0","CD248",-2.1055585279523,0.00323063997108203
"186","Time 0","CD9",-1.22403302622515,0.00936151936268139
"187","Time 0","CD99",1.16454031533869,0.00533114255919288
"188","Time 0","CD99L2",-2.3717174023841,5.36132173440357e-06
"189","Time 0","CDC14B",-1.20436811012825,0.00740426969730846
"190","Time 0","CDC25A",-0.76870649413577,0.0027369361230351
"191","Time 0","CDC42EP5",-2.35869574063781,0.00331844502005465
"192","Time 0","CDK2AP1",-0.778235060092985,8.57005202026284e-05
"193","Time 0","CDK5RAP1",0.708997448357421,0.00738020853797258
"194","Time 0","CDKL5",-0.724869883276614,0.00944231525531945
"195","Time 0","CDKN1B",0.705394867252709,0.000155646216833158
"196","Time 0","CDNF",-2.66175501962711,0.000138650614009549
"197","Time 0","CDR2",0.995552944606203,0.000673665552259797
"198","Time 0","CEBPZOS",1.80627936106813,0.00239649500935151
"199","Time 0","CELF2",1.63118989979845,0.000297021245434672
"200","Time 0","CENPA",1.03912073729937,0.00506858748173947
"201","Time 0","CENPBD1",1.07745552029314,0.000422638497453688
"202","Time 0","CENPE",-0.883378117213849,0.00525602308768705
"203","Time 0","CENPN",2.34939610695058,0.00010995560730814
"204","Time 0","CEP131",-0.572249818091563,0.000179523453135073
"205","Time 0","CEP44",-0.635114110183165,0.00714741439162435
"206","Time 0","CEP63",-0.533087320108543,0.00769262019553321
"207","Time 0","CEP85",-0.664365114987224,0.000608809973280786
"208","Time 0","CEP89",-1.1253817372794,0.00351034647974559
"209","Time 0","CERS1",0.8220114975764,0.00740426969730846
"210","Time 0","CES2",0.765996695736612,0.00198773065360283
"211","Time 0","CETN2",-0.876881775996842,0.00381935049161026
"212","Time 0","CFAP410",-1.04695277261945,0.00314367389589735
"213","Time 0","CFAP46",-1.40671062505224,0.000260178580390575
"214","Time 0","CFAP97",1.96809984474882,8.53141613418142e-05
"215","Time 0","CFDP1",-0.791587767158654,0.00992830851566249
"216","Time 0","CHCHD10",-0.945938597377498,0.00134219814473782
"217","Time 0","CHCHD5",0.689048761110835,0.00189276113496635
"218","Time 0","CHERP",-0.495332404972715,0.00312457444453465
"219","Time 0","CHFR",0.905140082129303,0.0088298304774058
"220","Time 0","CHKA",0.647139207686702,0.00505678764964011
"221","Time 0","CHM",-0.414196779329283,0.00714749985593129
"222","Time 0","CHMP3",0.767752521485958,0.0013187957825687
"223","Time 0","CHPT1",0.922741560049179,0.00218682322186683
"224","Time 0","CHST12",0.838752425608131,0.000351565098231007
"225","Time 0","CHST15",1.45562382923422,0.00984503019242633
"226","Time 0","CIAO2B",0.585813697789262,0.00717124615904277
"227","Time 0","CIB2",-0.365185862874127,0.00145039551139359
"228","Time 0","CISD3",0.679338539681788,0.00143755783328219
"229","Time 0","CKAP2",-0.617416778720276,0.00239649500935151
"230","Time 0","CKAP5",-0.619571812771411,0.00635459691665769
"231","Time 0","CLASP1",-0.558703491065328,0.00865435665308109
"232","Time 0","CLBA1",-1.0383438454237,0.00591828978012923
"233","Time 0","CLCN4",-1.2283547559949,0.000760523584443496
"234","Time 0","CLN6",1.7027209409319,8.63042790899766e-05
"235","Time 0","CLN8",1.06924871047404,0.00623033124220044
"236","Time 0","CLNS1A",-0.602424710040005,0.00857261086223922
"237","Time 0","CLUH",-0.817231776765082,0.00383640406146209
"238","Time 0","CNFN",-1.49878324777689,0.00327368120540214
"239","Time 0","COA3",-0.657965278155937,0.00158553659082651
"240","Time 0","COA8",0.840725647114034,0.00322679760098611
"241","Time 0","COASY",0.998582870098963,0.000127041338567797
"242","Time 0","COG2",0.557230572551227,0.000996792077809023
"243","Time 0","COG8",-0.444600392836688,0.00269756238162426
"244","Time 0","COL11A1",1.95983841405198,0.00204876184255209
"245","Time 0","COL14A1",1.55733342136449,0.00138518148398336
"246","Time 0","COL5A2",3.22354897688022,0.00155347297765826
"247","Time 0","COL6A1",2.57235349198243,0.00210695091284366
"248","Time 0","COL6A2",2.30391581798379,0.000833383525288268
"249","Time 0","COLGALT2",1.81413636566071,0.00296550691845098
"250","Time 0","COQ6",-0.695479597132106,0.00802446910271828
"251","Time 0","COQ9",-0.636363456047598,0.00418433439136189
"252","Time 0","CORO2B",-1.36834914068469,0.00459128048333585
"253","Time 0","COX14",-0.531531562642382,0.00957407403195001
"254","Time 0","COX7A2L",0.450577651504256,0.00149015501663076
"255","Time 0","CPT1A",2.04123680221877,0.00145188117504621
"256","Time 0","CPT2",-0.516775271088939,0.00821261965015387
"257","Time 0","CPXM1",-1.7126205353415,0.000975848772928173
"258","Time 0","CRACR2B",2.17328841269628,0.000297021245434672
"259","Time 0","CRLF3",-0.5618963477354,0.00402746971703019
"260","Time 0","CRTAP",0.907638662825634,0.00922758044754269
"261","Time 0","CRTC1",-0.741339167845657,0.00327368120540214
"262","Time 0","CRTC3",0.833445034488088,0.00588210139663459
"263","Time 0","CRY2",-0.507778633105667,0.00295766451676594
"264","Time 0","CSDE1",-0.393777241334861,0.00322082768840152
"265","Time 0","CSPG4",-2.31692046272535,2.55326970195029e-05
"266","Time 0","CSPP1",-0.6894120057563,0.00840113854322558
"267","Time 0","CST3",1.50189802919582,0.00461095863530877
"268","Time 0","CTC1",-0.884582282084673,0.00224868360946773
"269","Time 0","CTDNEP1",0.511367751029151,0.00453200821312328
"270","Time 0","CTDSP1",0.675105472939623,0.000401635029097867
"271","Time 0","CTIF",1.00209075744846,0.00315791625663662
"272","Time 0","CTSC",1.12261510056571,0.0028508971900351
"273","Time 0","CUEDC2",-0.969541103132694,0.00462975252745219
"274","Time 0","CUX1",0.803856976455557,0.0037895496470666
"275","Time 0","CXCL16",2.10953647829929,0.00958045637821221
"276","Time 0","CXCL3",5.02587782715231,8.63532470071519e-05
"277","Time 0","CYB561",1.59124008224747,0.00280824604809422
"278","Time 0","CYB5R2",2.16706589272434,5.11727272273866e-05
"279","Time 0","CYB5R4",0.534258415950713,0.00355114069250039
"280","Time 0","CYBRD1",-0.591471515471033,0.00631381063668037
"281","Time 0","CYP27A1",1.63242336929237,0.00684307234166428
"282","Time 0","CYTL1",-2.88896507100743,0.00316964544160648
"283","Time 0","DAAM2",-1.53580370490741,0.000352001581254168
"284","Time 0","DAB2",1.25209126587109,0.00987623379041627
"285","Time 0","DACT3",-1.60552443806746,0.000257818396896305
"286","Time 0","DBNDD1",1.6764397484132,0.000827315206212477
"287","Time 0","DCAF1",-0.7151374959876,0.000809095938906506
"288","Time 0","DCAF12",0.534386439828429,0.00537051523688454
"289","Time 0","DCAF7",0.577382702859306,0.00353529408987357
"290","Time 0","DCHS1",-0.708190955139753,0.00935899656354105
"291","Time 0","DCP2",0.792495110910345,4.52772082078552e-05
"292","Time 0","DCTN1",0.667794145376365,0.00317678674696631
"293","Time 0","DCTN4",-0.543945824907461,0.00610216992084906
"294","Time 0","DDR2",2.2375538905938,0.00324474632784685
"295","Time 0","DDX19A",-0.521546463860364,0.00445132888820718
"296","Time 0","DDX23",-0.586197197154682,0.00403685882686964
"297","Time 0","DDX58",1.34510301982098,0.00375339072067664
"298","Time 0","DERA",-1.62873020626537,0.000384849026400079
"299","Time 0","DFFA",1.27129643024426,7.03101437480324e-05
"300","Time 0","DGAT2",-1.74200181977143,6.50489362354014e-05
"301","Time 0","DGLUCY",-1.04799089068587,0.00217182475631741
"302","Time 0","DHRS1",-1.7536092767201,0.000122601469147192
"303","Time 0","DHRS7B",1.07817076537733,0.00536346975736745
"304","Time 0","DIAPH2",2.97666416460958,1.03782256865256e-05
"305","Time 0","DIS3",-0.725325259013995,9.40595392455819e-06
"306","Time 0","DLAT",-0.622828887179532,0.00497545580987586
"307","Time 0","DLC1",2.55198552966145,0.00958045637821221
"308","Time 0","DMAC1",-0.531814328417656,0.0060422455593583
"309","Time 0","DMRTA1",1.88285128544472,7.03101437480324e-05
"310","Time 0","DMXL1",1.00258946690103,0.0023419002999143
"311","Time 0","DNAAF4",1.80266411435511,0.00198345104680827
"312","Time 0","DNAH14",0.976298463712118,0.00022926329653429
"313","Time 0","DNAJB14",0.404683499876417,0.000760523584443496
"314","Time 0","DNAJC13",-0.43552134251442,0.00488959673660405
"315","Time 0","DNAJC16",-0.465379244679478,0.00692245009595127
"316","Time 0","DNAL4",1.20294708067725,0.000808758776144044
"317","Time 0","DOCK4",-2.54772057087947,4.71249844143141e-05
"318","Time 0","DOCK6",-1.27470786637465,0.000283605334754724
"319","Time 0","DOCK9",1.58399452446412,0.00383640406146209
"320","Time 0","DPAGT1",0.522785240241541,0.0085104861479314
"321","Time 0","DPH2",1.28407335168368,0.00169837908653017
"322","Time 0","DPY30",-0.49440762082741,0.00187407932340415
"323","Time 0","DPYSL2",-1.18151354551032,0.00409138062048023
"324","Time 0","DPYSL3",1.78176324624995,0.00060464429719474
"325","Time 0","DSEL",2.92550721725172,0.00148309385807509
"326","Time 0","DUSP14",0.951166769193211,0.00269518535549293
"327","Time 0","DUSP28",-0.849952523277477,0.00031641213766806
"328","Time 0","DUSP7",-0.920002525119579,0.00497878661898386
"329","Time 0","DXO",-1.21028532532141,3.07994746945516e-05
"330","Time 0","DYNC1H1",-0.539700070003398,0.00516665604874862
"331","Time 0","DYRK3",-1.77458728851711,0.00272826173181863
"332","Time 0","DZANK1",-1.16529251698044,0.00575621023669497
"333","Time 0","EAF2",1.4803797479735,3.07994746945516e-05
"334","Time 0","EBAG9",0.738933100686614,0.00117087656450132
"335","Time 0","EBPL",2.13346140737351,4.70236836630571e-06
"336","Time 0","ECHDC2",1.72409543183208,0.00203614833566724
"337","Time 0","EFCAB2",1.33557392462311,0.00135171603710741
"338","Time 0","EGFR",1.88994970217262,0.00281729127164967
"339","Time 0","EID2",0.467183139637035,0.00170142974182652
"340","Time 0","EIF2AK2",0.803572620442428,0.00135673174672479
"341","Time 0","EIF5A2",1.2381950441786,0.000642906172309461
"342","Time 0","ELAC2",1.15902289666421,9.94338392947882e-05
"343","Time 0","ELMOD3",1.00527099643823,0.000173883590768531
"344","Time 0","ELP1",-1.02876675982056,0.00207688121083253
"345","Time 0","ELP4",-0.813920008122092,0.000937069261945397
"346","Time 0","EMB",1.34812487780181,3.73773878059129e-06
"347","Time 0","EME1",-0.971005118855739,0.00164727075816337
"348","Time 0","EMILIN1",-1.9321541197482,0.0002867291812418
"349","Time 0","EMILIN2",4.17578672355981,2.32414089742214e-05
"350","Time 0","ENDOV",-0.700641069849815,0.00359913055269179
"351","Time 0","ENO3",-1.55820884567576,0.000196106959329842
"352","Time 0","ENOSF1",4.08093206652627,2.76295277471678e-06
"353","Time 0","ENPP1",1.91156587906475,0.000425072894660264
"354","Time 0","ENTPD4",-0.384986902786772,0.00283858959663344
"355","Time 0","ENTR1",-0.383911679438429,0.00381794718614893
"356","Time 0","EPDR1",1.11662331884093,0.00720731834263639
"357","Time 0","EPHX1",1.4709007896033,0.00637922889945421
"358","Time 0","EPN1",0.35595735051539,0.00480711723623083
"359","Time 0","EPS15L1",-0.495200947082722,0.00159516906685859
"360","Time 0","ERC1",0.809103483007243,0.00336032586376265
"361","Time 0","ERCC3",-0.64702422536755,0.00429285302047287
"362","Time 0","ERMAP",0.988142244385179,0.000764760512253623
"363","Time 0","ERN1",1.01878651201346,0.00611777994110078
"364","Time 0","ERVK3-1",-1.54938629258206,0.00617352068618041
"365","Time 0","ESCO1",0.35351223965804,0.00776369879810573
"366","Time 0","ETAA1",-1.00246009564352,0.00229132835012684
"367","Time 0","ETNK2",1.0305844419813,0.00176006407530018
"368","Time 0","ETV2",-1.05845119805797,0.00452260422178688
"369","Time 0","EVI5L",-1.61231141253273,0.00131402754208521
"370","Time 0","EXD2",0.813803296318535,0.00370192545678335
"371","Time 0","EXOC3",-0.639688127020938,0.004311359608244
"372","Time 0","EXOSC6",-0.769098349471401,0.0019874374874536
"373","Time 0","F8",-0.962232454446377,0.00649436003471547
"374","Time 0","FAH",-1.03761726342083,0.00222999060609418
"375","Time 0","FAIM",1.68936347715094,0.00427481414409193
"376","Time 0","FAM110A",1.094148199497,0.00905260176058917
"377","Time 0","FAM114A1",1.7844206065952,4.26695982700788e-05
"378","Time 0","FAM120B",-1.2496338600232,0.000718022616892571
"379","Time 0","FAM126A",0.786537844549414,0.00858459151684823
"380","Time 0","FAM161A",0.689463089626229,0.00916379948344475
"381","Time 0","FAM174A",1.72993976482056,0.00488959673660405
"382","Time 0","FAM174C",1.19371549450797,2.2177363743174e-05
"383","Time 0","FAM193B",-0.541897462732141,0.00230896423670105
"384","Time 0","FAM216A",-1.02242305140123,0.00147135040664444
"385","Time 0","FAM217B",0.963672082276571,0.00266133060786092
"386","Time 0","FAM53C",-0.533448409543242,0.000138650614009549
"387","Time 0","FAM86C1",1.50462805537353,0.000985653068532922
"388","Time 0","FANCE",1.00239887905866,0.00359474006482679
"389","Time 0","FAR2",1.90882607599059,0.00355759190299325
"390","Time 0","FBLN5",1.44316745759654,0.00556529252752194
"391","Time 0","FBXL2",-1.19494110765312,0.000110803386755323
"392","Time 0","FBXO2",1.35529662945293,0.00397048412936277
"393","Time 0","FBXO31",-0.505976939772666,0.00942264663331769
"394","Time 0","FBXO33",0.84626643596827,0.000987650215266347
"395","Time 0","FBXO38",-0.640378505982565,0.00215907064701774
"396","Time 0","FBXO42",-0.229820300497965,0.00658963526856881
"397","Time 0","FBXW5",0.546065203323155,0.000583554112591038
"398","Time 0","FBXW8",-0.939613446589369,0.00026765905298053
"399","Time 0","FCSK",-1.20497678050826,0.00113790684529748
"400","Time 0","FGFBP3",1.90175107510969,0.00966153818849896
"401","Time 0","FGFR1",-0.796203869145917,0.00700526435327166
"402","Time 0","FGGY",-1.40120121897349,0.00156807807938261
"403","Time 0","FICD",0.510378626201568,0.00307866126528868
"404","Time 0","FJX1",1.61986501667248,0.00465175811331177
"405","Time 0","FNDC3A",-0.740653421347234,0.00126297184680605
"406","Time 0","FNTB",-0.691003717222199,0.00133511009463249
"407","Time 0","FOSL1",3.43827146348138,0.00179304512353915
"408","Time 0","FOXL2",2.96766130832566,0.00576515971430565
"409","Time 0","FOXRED2",1.35784415594849,0.00157745163369528
"410","Time 0","FRAT1",1.51034841156485,0.00573534154716959
"411","Time 0","FSTL3",1.29367035250872,6.000939613868e-05
"412","Time 0","FUBP1",-0.640883791513819,0.00035775876939086
"413","Time 0","FUS",-0.526625878535918,0.000885138796894742
"414","Time 0","FZD8",-1.93852404046313,0.00151880192017323
"415","Time 0","GABPA",-0.737533448425339,0.00131248917580825
"416","Time 0","GALC",0.716087195590951,0.00863599797393551
"417","Time 0","GALNT7",1.13255437204552,0.00286422757770748
"418","Time 0","GAN",0.671897761082665,0.00296550691845098
"419","Time 0","GAS1",-1.78662371934611,0.00884670594503489
"420","Time 0","GATD1",-0.894247736272613,0.00308143504439499
"421","Time 0","GBA",0.52232222496056,0.00332289182425984
"422","Time 0","GCC2",0.463187372887893,0.00951799991008882
"423","Time 0","GCDH",-0.820500076996579,0.00457556290079092
"424","Time 0","GCH1",1.51797042294538,0.00385573733618919
"425","Time 0","GCSH",-1.19866023517255,0.000321555844760038
"426","Time 0","GDAP1",1.39468421617261,0.00483372213502913
"427","Time 0","GDI1",0.474145589152724,0.00798357469984169
"428","Time 0","GEMIN5",-0.877052218148054,0.000586491233974223
"429","Time 0","GFM2",-0.633981403043363,0.00722535327625783
"430","Time 0","GGCT",1.05799131183243,0.000109095499750962
"431","Time 0","GGH",2.01611199055283,3.76057100764094e-05
"432","Time 0","GIN1",-0.620524946994155,0.0089454016051798
"433","Time 0","GK",-1.37570878516219,0.00134012750187844
"434","Time 0","GLCE",1.31023590792253,0.00169300311018899
"435","Time 0","GLT8D2",1.67478169975119,0.00501506672944786
"436","Time 0","GLYR1",-0.566880032230931,0.0019504085245606
"437","Time 0","GMIP",-0.855251762939069,0.00143432195144818
"438","Time 0","GNPDA1",1.04365737266078,0.00768102200032648
"439","Time 0","GOLGA4",1.00829676348662,5.60718651367116e-05
"440","Time 0","GON7",-0.823719845388112,0.00182796198933945
"441","Time 0","GPAA1",0.751615763925566,0.0012282244391931
"442","Time 0","GPALPP1",-0.562718559861658,0.00150103392272745
