"","cell.subset","gene","logFC","FDR"
"377","Time 1","TMEM138",1.45183100432175,3.8067090087041e-05
"378","Time 2","TMEM138",1.58292998293925,0.00113212169796022
"379","Time 0","TMEM220",-1.35930063419388,6.24938305071955e-06
"380","Time 1","TMEM220",-2.98261826335079,2.31989981634144e-05
"381","Time 2","TMEM220",-2.34759803912082,0.00120121019687645
"382","Time 0","TOMM22",1.72312901743644,3.07994746945516e-05
"383","Time 1","TOMM22",1.82338979568127,0.00023246978583626
"384","Time 2","TOMM22",1.57670561371552,0.00200268425174161
"385","Time 0","TRAPPC6A",2.59041618771516,0.000135790791185031
"386","Time 1","TRAPPC6A",2.44328952903514,0.00130887647476925
"387","Time 2","TRAPPC6A",3.10279308059474,0.00348868421953162
"388","Time 0","TRIM52",-2.52021679728575,1.28888391673458e-07
"389","Time 1","TRIM52",-2.71985525470582,6.22944293587814e-06
"390","Time 2","TRIM52",-2.99019549056448,2.17418788402673e-06
"391","Time 0","TSTD3",1.33219372305688,9.20033349942315e-05
"392","Time 1","TSTD3",1.39940677270323,0.00291620649861496
"393","Time 2","TSTD3",1.65128730494397,0.000999759700585366
"394","Time 0","TTC32",-1.14637736557781,0.00841061106192264
"395","Time 1","TTC32",-2.58055164993846,8.2153158103595e-06
"396","Time 2","TTC32",-2.82694101614575,1.36639367301817e-05
"397","Time 0","TTC38",-0.994946129736714,0.000281699735639077
"398","Time 1","TTC38",-1.67662281472362,2.31989981634144e-05
"399","Time 2","TTC38",-1.82979902149194,4.27345092118318e-06
"400","Time 0","TTC5",0.988260426329581,0.0013286942550711
"401","Time 1","TTC5",1.43250216135313,0.000276042944436487
"402","Time 2","TTC5",0.802994556258733,0.0060081839770815
"403","Time 0","TXNL4A",0.556171479677745,0.0040982467101003
"404","Time 1","TXNL4A",1.09747322746371,0.00838196304588277
"405","Time 2","TXNL4A",1.0084809542128,0.0027247973914691
"406","Time 0","UBA52",-1.04922832045526,0.00018322951168282
"407","Time 1","UBA52",-1.34394419411824,0.000505385948305289
"408","Time 2","UBA52",-1.5249334720831,0.00226659029527524
"409","Time 0","UBE3B",-0.813096839641807,0.000158157322941303
"410","Time 1","UBE3B",-0.887116501805145,0.000869991856840929
"411","Time 2","UBE3B",-0.705278725528573,0.00661808566507746
"412","Time 0","UTP11",1.12194941843606,0.000317140374479172
"413","Time 1","UTP11",1.3711840970592,0.00360579147558741
"414","Time 2","UTP11",1.39074465954515,0.00431599168023862
"415","Time 0","YY2",1.26758958782336,0.00655194972075504
"416","Time 1","YY2",2.32656911073406,0.000383726372461577
"417","Time 2","YY2",2.60547533572313,0.00709624017914469
"418","Time 0","ZFAND1",1.02358309881011,0.00130519186614209
"419","Time 1","ZFAND1",1.16961996566326,0.00103595150288626
"420","Time 2","ZFAND1",1.34444710810288,0.00661877527645208
"421","Time 0","ZFAND2B",1.33578768628025,5.51613958348162e-05
"422","Time 1","ZFAND2B",1.86168607956239,5.08156207282595e-05
"423","Time 2","ZFAND2B",1.37257315036704,0.00462548333092466
"424","Time 0","ZHX1-C8orf76",0.99503260582085,0.00203614833566724
"425","Time 1","ZHX1-C8orf76",1.92036477360875,0.000261834293758787
"426","Time 2","ZHX1-C8orf76",1.65281365700921,1.13155909784569e-05
"427","Time 0","ZNF17",-1.27137368256754,0.000319182246548389
"428","Time 1","ZNF17",-0.961441811707192,0.0027391072530834
"429","Time 2","ZNF17",-0.959509405724436,0.0032322595037374
"430","Time 0","ZNF611",-3.00271194794146,0.000243269969993351
"431","Time 1","ZNF611",-3.87933940984284,0.000247073915075705
"432","Time 2","ZNF611",-4.75760872261077,0.00270314478802027
"433","Time 0","ZNF721",1.56451306316952,0.00741007521233261
"434","Time 1","ZNF721",1.86703957651816,0.00721258418288639
